IP地址,端口,回溯端口,tls,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
141.147.101.50,443,443,TRUE,FRA,GB,London,200,9
150.230.47.17,443,443,TRUE,FRA,US,San Jose,200,9
152.67.128.209,443,443,TRUE,FRA,GB,London,200,9
146.235.197.89,443,443,TRUE,FRA,US,San Jose,200,9
141.147.105.5,443,443,TRUE,FRA,GB,London,200,9
192.9.225.119,443,443,TRUE,FRA,US,San Jose,200,9
192.9.225.126,443,443,TRUE,FRA,US,San Jose,200,9
193.123.91.150,443,443,TRUE,FRA,AE,Dubai,200,9
193.122.147.237,443,443,TRUE,FRA,US,Ashburn,200,9
130.162.225.41,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.39.137,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.176.89,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.60.108,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.144.233.238,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.71.126,443,443,TRUE,FRA,GB,London,200,9
141.147.107.114,443,443,TRUE,FRA,GB,London,200,9
144.21.62.103,443,443,TRUE,FRA,GB,London,200,9
130.162.183.100,443,443,TRUE,FRA,GB,London,200,9
132.226.198.190,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
139.185.46.30,443,443,TRUE,FRA,AE,Dubai,200,9
141.147.33.249,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.177.186,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.213.30.94,443,443,TRUE,FRA,US,Ashburn,200,9
132.145.162.89,443,443,TRUE,FRA,US,Ashburn,200,9
193.123.63.171,443,443,TRUE,FRA,NL,Amsterdam,200,9
193.122.175.73,443,443,TRUE,FRA,US,Ashburn,200,9
193.122.14.228,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.122.8.190,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.248.19,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.172.31,443,443,TRUE,FRA,GB,London,200,9
130.162.39.193,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.56.182,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.159.5,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.132.94,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.68.59,443,443,TRUE,FRA,GB,London,200,9
141.147.5.171,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.119.221,443,443,TRUE,FRA,GB,London,200,9
141.148.244.188,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.3.164,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.239.157,443,443,TRUE,FRA,GB,London,200,9
143.47.255.112,443,443,TRUE,FRA,GB,London,200,9
150.136.247.192,443,443,TRUE,FRA,US,Ashburn,200,9
158.180.36.94,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.226.207.7,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.209.37,443,443,TRUE,FRA,US,Ashburn,200,9
158.180.41.122,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.157.70,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.136.21.26,443,443,TRUE,FRA,US,Ashburn,200,9
138.2.137.174,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.146.30.183,443,443,TRUE,FRA,US,Phoenix,200,9
150.230.22.63,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.70.185.1,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
192.9.166.226,443,443,TRUE,FRA,AU,Sydney,200,9
130.162.52.64,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.32.44,443,443,TRUE,FRA,US,Phoenix,200,9
144.24.32.44,443,443,TRUE,FRA,US,Phoenix,200,9
132.226.135.245,443,443,TRUE,FRA,GB,London,200,9
141.147.48.56,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.80.87.21,443,443,TRUE,FRA,US,Ashburn,200,9
158.180.49.131,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
192.18.140.174,443,443,TRUE,FRA,US,San Jose,200,9
138.2.84.83,443,443,TRUE,FRA,SG,Singapore,200,9
130.162.233.115,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
146.235.217.192,443,443,TRUE,FRA,US,San Jose,200,9
129.159.196.208,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.175.93,443,443,TRUE,FRA,GB,London,200,9
150.230.21.36,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.21.50.141,443,443,TRUE,FRA,GB,London,200,9
168.138.186.166,443,443,TRUE,FRA,SG,Singapore,200,9
141.148.241.101,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.104.94,443,443,TRUE,FRA,GB,London,200,9
129.146.136.76,443,443,TRUE,FRA,US,Phoenix,200,9
130.61.126.167,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.213.162.98,443,443,TRUE,FRA,US,Ashburn,200,9
168.138.75.227,443,443,TRUE,FRA,CA,Montreal,200,9
164.152.111.148,443,443,TRUE,FRA,US,Chicago,200,9
138.2.170.8,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.41.241,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.163.50,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.190.65,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.219.189,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.49.34,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.163.24,443,443,TRUE,FRA,GB,London,200,9
143.47.228.156,443,443,TRUE,FRA,GB,London,200,9
130.162.226.136,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.32.105,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.3.248.20,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.63.65,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.236.165,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.25.65,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.253.139,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.213.121.195,443,443,TRUE,FRA,US,Ashburn,200,9
130.61.224.199,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.26.190,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
192.9.233.131,443,443,TRUE,FRA,US,San Jose,200,9
143.47.184.43,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.24.187.124,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.237.221,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.252.9,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.226.215.136,443,443,TRUE,FRA,GB,London,200,9
132.145.12.116,443,443,TRUE,FRA,GB,London,200,9
141.148.91.54,443,443,TRUE,FRA,US,Ashburn,200,9
141.147.94.232,443,443,TRUE,FRA,GB,London,200,9
143.47.184.62,443,443,TRUE,FRA,NL,Amsterdam,200,9
144.24.9.126,443,443,TRUE,FRA,US,Phoenix,200,9
130.61.141.111,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.126.62,443,443,TRUE,FRA,GB,London,200,9
129.146.55.149,443,443,TRUE,FRA,US,Phoenix,200,9
141.147.119.37,443,443,TRUE,FRA,GB,London,200,9
140.238.144.1,443,443,TRUE,FRA,CA,Toronto,200,9
158.101.213.199,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.49.169,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.19.14,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.250.98,443,443,TRUE,FRA,GB,London,200,9
141.148.246.3,443,443,TRUE,FRA,NL,Amsterdam,200,9
130.162.58.14,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.148.231.112,443,443,TRUE,FRA,NL,Amsterdam,200,9
193.123.91.155,443,443,TRUE,FRA,AE,Dubai,200,9
141.144.244.68,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.237.127,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.153.60.122,443,443,TRUE,FRA,CA,Toronto,200,9
141.147.34.228,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.63.11,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.225.252,443,443,TRUE,FRA,GB,London,200,9
141.144.202.181,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.72.109,443,443,TRUE,FRA,GB,London,200,9
143.47.185.181,443,443,TRUE,FRA,NL,Amsterdam,200,9
158.180.45.187,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.118.166,443,443,TRUE,FRA,GB,London,200,9
141.148.232.57,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.25.4,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
143.47.251.249,443,443,TRUE,FRA,GB,London,200,9
138.2.141.132,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.144.238.232,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.213.149.55,443,443,TRUE,FRA,US,Ashburn,200,9
158.180.56.35,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.151.228.55,443,443,TRUE,FRA,FR,Marseille,200,9
130.162.174.204,443,443,TRUE,FRA,GB,London,200,9
158.180.52.168,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.21.58.123,443,443,TRUE,FRA,GB,London,200,9
152.70.188.227,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.67.50,443,443,TRUE,FRA,GB,London,200,9
138.2.176.143,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.101.202.156,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.34.184,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.90.40,443,443,TRUE,FRA,GB,London,200,9
193.122.12.67,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.171.164,443,443,TRUE,FRA,GB,London,200,9
130.162.183.57,443,443,TRUE,FRA,GB,London,200,9
141.148.228.90,443,443,TRUE,FRA,NL,Amsterdam,200,9
193.122.50.255,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.237.132,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.101.203.94,443,443,TRUE,FRA,NL,Amsterdam,200,9
132.226.211.13,443,443,TRUE,FRA,GB,London,200,9
152.70.62.30,443,443,TRUE,FRA,NL,Amsterdam,200,9
141.147.105.218,443,443,TRUE,FRA,GB,London,200,9
141.147.26.243,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.139.65,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.61.6,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.40.154,443,443,TRUE,FRA,US,San Jose,200,9
158.180.37.50,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.33.57,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.224.21,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.217.245,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.153.61.78,443,443,TRUE,FRA,CA,Toronto,200,9
158.180.48.107,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.230.25.121,443,443,TRUE,FRA,CA,Toronto,200,9
139.185.46.118,443,443,TRUE,FRA,AE,Dubai,200,9
192.9.143.99,443,443,TRUE,FRA,US,San Jose,200,9
138.2.152.201,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
150.136.254.182,443,443,TRUE,FRA,US,Ashburn,200,9
150.136.161.250,443,443,TRUE,FRA,US,Ashburn,200,9
146.235.221.231,443,443,TRUE,FRA,US,San Jose,200,9
158.101.175.75,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
204.216.109.41,443,443,TRUE,FRA,CA,Montreal,200,9
138.3.254.39,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
192.9.235.101,443,443,TRUE,FRA,US,San Jose,200,9
192.9.138.248,443,443,TRUE,FRA,US,San Jose,200,9
152.69.222.62,443,443,TRUE,FRA,SG,Singapore,200,9
140.238.103.211,443,443,TRUE,FRA,GB,London,200,9
150.230.44.122,443,443,TRUE,FRA,US,San Jose,200,9
139.185.44.42,443,443,TRUE,FRA,AE,Dubai,200,9
155.248.215.129,443,443,TRUE,FRA,US,San Jose,200,9
192.18.138.97,443,443,TRUE,FRA,US,San Jose,200,9
129.146.37.39,443,443,TRUE,FRA,US,Phoenix,200,9
132.145.210.156,443,443,TRUE,FRA,US,Ashburn,200,9
129.153.94.165,443,443,TRUE,FRA,US,Phoenix,200,9
152.67.109.221,443,443,TRUE,FRA,AU,Sydney,200,9
138.2.238.146,443,443,TRUE,FRA,US,San Jose,200,9
130.61.90.6,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.153.79.25,443,443,TRUE,FRA,US,Phoenix,200,9
168.138.182.212,443,443,TRUE,FRA,SG,Singapore,200,9
129.151.231.12,443,443,TRUE,FRA,FR,Marseille,200,9
158.178.232.178,443,443,TRUE,FRA,SG,Singapore,200,9
168.138.8.240,443,443,TRUE,FRA,AU,Melbourne,200,9
158.178.199.118,443,443,TRUE,FRA,FR,Paris,200,9
168.138.166.83,443,443,TRUE,FRA,SG,Singapore,200,9
152.67.233.36,443,443,TRUE,FRA,US,San Jose,200,9
152.69.217.103,443,443,TRUE,FRA,SG,Singapore,200,9
158.101.98.239,443,443,TRUE,FRA,US,Ashburn,200,9
129.159.70.73,443,443,TRUE,FRA,US,Ashburn,200,9
141.147.54.40,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.67.77.15,443,443,TRUE,FRA,CH,Zurich,200,9
138.2.81.231,443,443,TRUE,FRA,SG,Singapore,200,9
138.2.102.101,443,443,TRUE,FRA,SG,Singapore,200,9
192.9.234.173,443,443,TRUE,FRA,US,San Jose,200,9
193.123.79.200,443,443,TRUE,FRA,AE,Dubai,200,9
129.150.63.77,443,443,TRUE,FRA,SG,Singapore,200,9
129.146.254.71,443,443,TRUE,FRA,US,Phoenix,200,9
130.162.187.16,443,443,TRUE,FRA,GB,London,200,9
158.178.225.12,443,443,TRUE,FRA,SG,Singapore,200,9
168.138.190.87,443,443,TRUE,FRA,SG,Singapore,200,9
144.24.178.16,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.178.229.154,443,443,TRUE,FRA,SG,Singapore,200,9
158.101.5.37,443,443,TRUE,FRA,US,Phoenix,200,9
192.9.237.138,443,443,TRUE,FRA,US,San Jose,200,9
168.138.78.171,443,443,TRUE,FRA,CA,Montreal,200,9
150.136.249.85,443,443,TRUE,FRA,US,Ashburn,200,9
129.151.67.31,443,443,TRUE,FRA,GB,Cardiff,200,9
192.18.138.241,443,443,TRUE,FRA,US,San Jose,200,9
129.151.71.244,443,443,TRUE,FRA,GB,Cardiff,200,9
152.70.123.250,443,443,TRUE,FRA,US,San Jose,200,9
152.67.34.47,443,443,TRUE,FRA,BR,Sao Paulo,200,9
141.148.230.157,443,443,TRUE,FRA,NL,Amsterdam,200,9
152.69.219.26,443,443,TRUE,FRA,SG,Singapore,200,9
193.123.60.140,443,443,TRUE,FRA,NL,Amsterdam,200,9
143.47.181.175,443,443,TRUE,FRA,NL,Amsterdam,200,9
140.238.156.220,443,443,TRUE,FRA,CA,Toronto,200,9
129.146.123.200,443,443,TRUE,FRA,US,Phoenix,200,9
207.127.90.99,443,443,TRUE,FRA,SE,Stockholm,200,9
140.238.221.34,443,443,TRUE,FRA,CH,Zurich,200,9
129.80.125.29,443,443,TRUE,FRA,US,Ashburn,200,9
207.127.95.27,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.89.96,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.89.60,443,443,TRUE,FRA,SE,Stockholm,200,9
140.238.219.62,443,443,TRUE,FRA,CH,Zurich,200,9
207.127.92.98,443,443,TRUE,FRA,SE,Stockholm,200,9
152.67.79.247,443,443,TRUE,FRA,CH,Zurich,200,9
129.151.199.211,443,443,TRUE,FRA,SE,Stockholm,200,9
129.151.210.18,443,443,TRUE,FRA,SE,Stockholm,200,9
140.238.211.56,443,443,TRUE,FRA,CH,Zurich,200,9
152.67.67.186,443,443,TRUE,FRA,CH,Zurich,200,9
207.127.89.235,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.93.236,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.94.151,443,443,TRUE,FRA,SE,Stockholm,200,9
129.151.210.63,443,443,TRUE,FRA,SE,Stockholm,200,9
140.238.218.47,443,443,TRUE,FRA,CH,Zurich,200,9
207.127.90.192,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.91.245,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.95.92,443,443,TRUE,FRA,SE,Stockholm,200,9
129.151.196.95,443,443,TRUE,FRA,SE,Stockholm,200,9
152.67.64.149,443,443,TRUE,FRA,CH,Zurich,200,9
140.238.213.133,443,443,TRUE,FRA,CH,Zurich,200,9
207.127.91.165,443,443,TRUE,FRA,SE,Stockholm,200,9
129.151.194.143,443,443,TRUE,FRA,SE,Stockholm,200,9
140.238.220.128,443,443,TRUE,FRA,CH,Zurich,200,9
207.127.95.215,443,443,TRUE,FRA,SE,Stockholm,200,9
129.151.195.236,443,443,TRUE,FRA,SE,Stockholm,200,9
140.238.217.164,443,443,TRUE,FRA,CH,Zurich,200,9
207.127.94.159,443,443,TRUE,FRA,SE,Stockholm,200,9
152.67.74.52,443,443,TRUE,FRA,CH,Zurich,200,9
129.151.202.66,443,443,TRUE,FRA,SE,Stockholm,200,9
152.67.72.241,443,443,TRUE,FRA,CH,Zurich,200,9
207.127.89.12,443,443,TRUE,FRA,SE,Stockholm,200,9
140.238.170.99,443,443,TRUE,FRA,CH,Zurich,200,9
129.151.220.92,443,443,TRUE,FRA,SE,Stockholm,200,9
129.151.220.129,443,443,TRUE,FRA,SE,Stockholm,200,9
140.238.175.205,443,443,TRUE,FRA,CH,Zurich,200,9
129.151.195.80,443,443,TRUE,FRA,SE,Stockholm,200,9
129.151.217.190,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.93.112,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.90.227,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.91.224,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.95.99,443,443,TRUE,FRA,SE,Stockholm,200,9
207.127.91.76,443,443,TRUE,FRA,SE,Stockholm,200,9
152.67.73.135,443,443,TRUE,FRA,CH,Zurich,200,9
129.151.196.31,443,443,TRUE,FRA,SE,Stockholm,200,9
130.61.59.35,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.156.75,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.163.244,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.30.161,443,443,TRUE,FRA,GB,London,200,9
130.61.19.46,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.38.250,443,443,TRUE,FRA,GB,London,200,9
130.162.50.84,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.24.238,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
140.238.89.164,443,443,TRUE,FRA,GB,London,200,9
158.180.58.50,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
140.238.79.255,443,443,TRUE,FRA,GB,London,200,9
140.238.79.230,443,443,TRUE,FRA,GB,London,200,9
132.145.54.164,443,443,TRUE,FRA,GB,London,200,9
132.145.40.11,443,443,TRUE,FRA,GB,London,200,9
130.61.174.70,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.148.253,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.27.44,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.107.189,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.27.64,443,443,TRUE,FRA,GB,London,200,9
140.238.97.129,443,443,TRUE,FRA,GB,London,200,9
141.147.3.121,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.29.144,443,443,TRUE,FRA,GB,London,200,9
150.230.123.135,443,443,TRUE,FRA,GB,London,200,9
130.61.93.180,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.49.84,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.56.14,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.30.81,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
140.238.72.104,443,443,TRUE,FRA,GB,London,200,9
141.147.59.207,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
140.238.99.107,443,443,TRUE,FRA,GB,London,200,9
130.162.226.210,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.168.188,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.187.16,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.237.139,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.92.123,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.148.177,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.29.109,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.175.46,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.27.36,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.159.242.246,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.112.66,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
129.159.242.185,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.43.86,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.3.94,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.185.154,443,443,TRUE,FRA,GB,London,200,9
130.61.224.8,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.79.242,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
152.70.190.184,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
140.238.93.236,443,443,TRUE,FRA,GB,London,200,9
132.145.41.55,443,443,TRUE,FRA,GB,London,200,9
81.208.165.159,443,443,TRUE,FRA,SA,Jeddah,200,9
138.2.178.68,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.159.146,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.101.160.133,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.85.165,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.87.37,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.38.1,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.31.143,443,443,TRUE,FRA,GB,London,200,9
141.147.86.220,443,443,TRUE,FRA,GB,London,200,9
138.3.244.88,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.230.94,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.216.19,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
140.238.87.156,443,443,TRUE,FRA,GB,London,200,9
144.24.191.227,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.179.26,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.130.125,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.38.2,443,443,TRUE,FRA,GB,London,200,9
130.61.37.152,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.35.253,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.21.48,443,443,TRUE,FRA,GB,London,200,9
132.145.30.218,443,443,TRUE,FRA,GB,London,200,9
141.147.68.23,443,443,TRUE,FRA,GB,London,200,9
138.3.250.145,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
140.238.74.234,443,443,TRUE,FRA,GB,London,200,9
130.61.100.178,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.45.82,443,443,TRUE,FRA,GB,London,200,9
132.145.75.54,443,443,TRUE,FRA,GB,London,200,9
130.61.32.224,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.52.6,443,443,TRUE,FRA,GB,London,200,9
130.61.217.70,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
140.238.100.129,443,443,TRUE,FRA,GB,London,200,9
130.61.237.36,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.22.139,443,443,TRUE,FRA,GB,London,200,9
140.238.73.140,443,443,TRUE,FRA,GB,London,200,9
130.61.243.154,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.36.118,443,443,TRUE,FRA,GB,London,200,9
132.145.37.36,443,443,TRUE,FRA,GB,London,200,9
140.238.64.160,443,443,TRUE,FRA,GB,London,200,9
132.145.75.178,443,443,TRUE,FRA,GB,London,200,9
130.61.43.125,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
138.2.132.78,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
193.122.61.235,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.178.167,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.169.174,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.115.119,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.102.4,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.39.87,443,443,TRUE,FRA,GB,London,200,9
130.61.81.181,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.44.213,443,443,TRUE,FRA,GB,London,200,9
158.180.61.202,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.87.208,443,443,TRUE,FRA,GB,London,200,9
141.144.229.232,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.32.5,443,443,TRUE,FRA,GB,London,200,9
130.61.141.205,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.45.161,443,443,TRUE,FRA,GB,London,200,9
130.61.86.212,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.47.222,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.49.121,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.29.179,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.220.31,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.60.43,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.27.2,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.37.26,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.101.171.25,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
158.180.37.223,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.69.195,443,443,TRUE,FRA,GB,London,200,9
130.61.28.120,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
141.147.64.141,443,443,TRUE,FRA,GB,London,200,9
158.180.20.132,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.61.147.125,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
144.24.185.135,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
140.238.78.13,443,443,TRUE,FRA,GB,London,200,9
132.145.38.229,443,443,TRUE,FRA,GB,London,200,9
138.2.176.248,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
130.162.211.215,443,443,TRUE,FRA,DE,Frankfurt am Main,200,9
132.145.26.44,443,443,TRUE,FRA,GB,London,200,9
132.145.74.173,443,443,TRUE,FRA,GB,London,200,9
